bbl,st_num,st_name,sq_ft,score,grade
1013340010,325,EAST 41 STREET,110934,65,C
1013340013,333,EAST 41 STREET,29040,57,C
1013340022,25,TUDOR CITY PLACE,249299,61,C
1013340041,312,EAST 42 STREET,261401,71,B
1013350005,320,EAST 43 STREET,299094,79,B
1013350022,45,TUDOR CITY PLACE,215715,80,B
1013350039,328,EAST 43 STREET,48892,26,D
1013357501,800,2 AVENUE,242577,6,D
1013360010,315,EAST 43 STREET,94516,73,B
1013360015,333,EAST 43 STREET,149000,54,D
1013360030,777,1 AVENUE,67177,81,B
1013360040,310,EAST 44 STREET,206598,58,C
1013367501,806,2 AVENUE,137127,57,C
1013367502,820,2 AVENUE,170778,89,A
1013370006,307,EAST 44 STREET,186255,65,C
1013377502,787,1 AVENUE,586305,32,D
1013380005,305,EAST 45 STREET,387094,38,D
1013380012,321,EAST 45 STREET,58500,51,D
1013380035,330,EAST 46 STREET,152676,27,D
1013380040,320,EAST 46 STREET,253256,16,D
1013380049,300,EAST 46 STREET,191613,48,D
1013387501,846,2 AVENUE,90405,22,D
1013387502,325,EAST 45 STREET,130200,81,B
1013387503,809,1 AVENUE,102986,61,C
1013390012,333,EAST 46 STREET,154000,29,D
1013397501,866,2 AVENUE,90605,52,D
1013397502,345,EAST 46 STREET,303754,2,D
1013400001,884,2 AVENUE,290001,27,D
1013400013,315,EAST 47 STREET,30317,18,D
1013400016,327,EAST 47 STREET,41412,53,D
1013407501,845,UNITED NATIONS PLAZA,865222,19,D
1013407502,305,EAST 47 STREET,139405,49,D
1013410001,301,EAST 48 STREET,251925,35,D
1013410044,310,EAST 49 STREET,60043,76,B
1013417501,326,EAST 49 STREET,97800,64,C
1013417502,317,EAST 48 STREET,84362,64,C
1013417503,100,UNITED NATIONS PLAZA,469819,6,D
1013417505,865,1 AVENUE,82000,63,C
1013420012,333,EAST 49 STREET,191762,58,C
1013420023,349,EAST 49 STREET,106000,65,C
1013420027,360,EAST 50 STREET,26955,11,D
1013427501,309,EAST 49 STREET,125881,28,D
1013427502,926,2 AVENUE,35395,score missing,F
1013430005,307,EAST 50 STREET,71137,60,C
1013430024,891,1 AVENUE,50000,100,A
1013430049,956,2 AVENUE,115860,2,D
1013437501,317,EAST 50 STREET,93015,80,B
1013437503,950,2 AVENUE,144134,2,D
1013437504,343,EAST 50 STREET,35615,29,D
1013440030,939,1 AVENUE,142767,46,D
1013440033,340,EAST 52 STREET,51338,76,B
1013440036,330,EAST 52 STREET,28570,65,C
1013440041,320,EAST 52 STREET,88300,81,B
1013447501,335,EAST 51 STREET,67540,56,C
1013447502,351,EAST 51 STREET,144834,68,C
1013447503,305,EAST 51 STREET,274924,57,C
1013450017,345,EAST 52 STREET,93000,67,C
1013450031,342,EAST 53 STREET,32000,56,C
1013457501,310,EAST 53 STREET,190037,1,D
1013457502,959,1 AVENUE,193295,70,B
1013460014,333,EAST 53 STREET,118694,66,C
1013460020,347,EAST 53 STREET,39000,29,D
1013460023,965,1 AVENUE,38934,80,B
1013460049,300,EAST 54 STREET,300080,45,D
1013467501,320,EAST 54 STREET,65000,25,D
1013470009,321,EAST 54 STREET,58377,84,B
1013470014,333,EAST 54 STREET,26810,78,B
1013470018,345,EAST 54 STREET,37732,55,C
1013470030,989,1 AVENUE,164161,32,D
1013470042,316,EAST 55 STREET,25040,84,B
1013470044,310,EAST 55 STREET,62287,50,D
1013477501,300,EAST 55 STREET,235015,44,D
1013480016,333,EAST 55 STREET,108131,41,D
1013480036,330,EAST 56 STREET,186000,66,C
1013480049,300,EAST 56 STREET,580480,11,D
1013490009,315,EAST 56 STREET,45000,94,A
1013490014,333,EAST 56 STREET,239874,7,D
1013490032,350,EAST 57 STREET,75512,93,A
1013490035,340,EAST 57 STREET,73000,95,A
1013490041,322,EAST 57 STREET,93096,3,D
1013490044,320,EAST 57 STREET,110000,84,B
1013490049,1076,2 AVENUE,180000,50,D
1013497501,345,EAST 56 STREET,226139,32,D
1013497503,360,EAST 57 STREET,88206,35,D
1013500001,1084,2 AVENUE,539027,31,D
1013500011,317,EAST 57 STREET,92593,100,A
1013500014,333,EAST 57 STREET,105000,91,A
1013500020,345,EAST 57 STREET,89349,81,B
1013500035,330,EAST 58 STREET,30225,47,D
1013500040,320,EAST 58 STREET,109350,69,C
1013507501,351,EAST 57 STREET,113406,11,D
1013510001,1110,2 AVENUE,330828,23,D
1013510017,339,EAST 58 STREET,77102,96,A
1013510028,1075,1 AVENUE,26100,1,D
1013510036,332,EAST 59 STREET,34500,88,A
1013607501,866,UNITED NATIONS PLAZA,464072,78,B
1013610001,1,MITCHELL PLACE,143033,90,A
1013610007,10,MITCHELL PLACE,67000,57,C
1013610012,2,MITCHELL PLACE,125000,70,B
1013610021,1,BEEKMAN PLACE,195000,25,D
1013610039,12,BEEKMAN PLACE,92689,73,B
1013610049,400,EAST 50 STREET,26610,90,A
1013620012,20,BEEKMAN PLACE,98808,91,A
1013620038,30,BEEKMAN PLACE,67167,80,B
1013627502,400,EAST 51 STREET,153114,89,A
1013630001,930,1 AVENUE,38720,50,D
1013630008,425,EAST 51 STREET,73676,79,B
1013630012,433,EAST 51 STREET,93999,70,B
1013630016,439,EAST 51 STREET,73095,88,A
1013630020,455,EAST 51 STREET,47242,29,D
1013630027,444,EAST 52 STREET,72865,77,B
1013630031,434,EAST 52 STREET,86182,70,B
1013630037,424,EAST 52 STREET,88181,70,B
1013630040,414,EAST 52 STREET,102422,70,B
1013630043,410,EAST 52 STREET,179213,70,B
1013640005,415,EAST 52 STREET,430000,50,D
1013640022,435,EAST 52 STREET,460973,52,D
1013640034,422,EAST 53 STREET,312417,8,D
1013650009,420,EAST 54 STREET,445735,84,B
1013650016,425,EAST 53 STREET,34125,64,C
1013650020,60,SUTTON PLACE SOUTH,455000,47,D
1013657501,966,1 AVENUE,226828,13,D
1013657502,400,EAST 54 STREET,284189,58,C
1013660001,984,1 AVENUE,436842,76,B
1013660016,425,EAST 54 STREET,217285,68,C
1013660025,50,SUTTON PLACE SOUTH,319696,51,D
1013660039,412,EAST 55 STREET,89400,70,B
1013667501,415,EAST 54 STREET,185600,1,D
1013670001,400,EAST 56 STREET,967300,28,D
1013670020,36,EAST 56 STREET,147000,55,C
1013670026,20,SUTTON PLACE SOUTH,155938,46,D
1013670031,440,EAST 56 STREET,90000,93,A
1013670035,430,EAST 56 STREET,90000,91,A
1013680001,1026,1 AVENUE,290482,53,D
1013680005,405,EAST 56 STREET,160264,10,D
1013680013,433,EAST 56 STREET,91282,55,C
1013680024,14,SUTTON PLACE SOUTH,161462,86,A
1013680025,2,SUTTON PLACE SOUTH,206411,64,C
1013680039,424,EAST 57 STREET,29376,34,D
1013680042,410,EAST 57 STREET,130000,83,B
1013687501,444,EAST 57 STREET,97636,45,D
1013690002,411,EAST 57 STREET,118305,22,D
1013690007,419,EAST 57 STREET,128114,86,A
1013690012,433,EAST 57 STREET,90500,82,B
1013690016,447,EAST 57 STREET,71784,87,A
1013690019,455,EAST 57 STREET,91617,85,A
1013690026,16,SUTTON PLACE SOUTH,125800,88,A
1013690042,410,EAST 58 STREET,105734,41,D
1013690045,400,EAST 58 STREET,140000,61,C
1013697501,420,EAST 58 STREET,85992,80,B
1013700015,425,EAST 58 STREET,988829,1,D
1013700021,30,SUTTON PLACE,127293,71,B
1013700038,418,EAST 59 STREET,129255,21,D
1013700046,1076,1 AVENUE,127607,74,B
1013707501,40,SUTTON PLACE,65000,31,D
1013710014,45,SUTTON PLACE SOUTH,510547,77,B
1013710038,25,SUTTON PLACE SOUTH,537750,89,A
1013720002,1,SUTTON PLACE SOUTH,231680,57,C
1013720073,35,SUTTON PLACE,247000,70,B
1013737501,455,MAIN STREET,188941,25,D
1013737502,425,MAIN STREET,195990,24,D
1013737503,415,MAIN STREET,158770,57,C
1013737507,11,EAST LOOP ROAD,235758,88,A
1013740001,781,5 AVENUE,314509,score missing,F
1013740014,650,MADISON AVENUE,449876,61,C
1013740021,637,MADISON AVENUE,149881,53,D
1013740037,510,PARK AVENUE,132926,80,B
1013740045,28,EAST 60 STREET,134302,95,A
1013740049,645,MADISON AVENUE,164615,77,B
1013740060,10,EAST 60 STREET,152749,20,D
1013740065,4,EAST 60 STREET,50519,19,D
1013740069,785,5 AVENUE,174780,40,D
1013747501,55,EAST 59 STREET,305297,71,B
1013747502,502,PARK AVENUE,252049,2,D
1013750001,790,5 AVENUE,95380,2,D
1013750016,652,MADISON AVENUE,136733,48,D
1013750021,653,MADISON AVENUE,198347,59,C
1013750036,520,PARK AVENUE,47679,29,D
1013750049,667,MADISON AVENUE,247260,67,C
1013757501,40,EAST 61 STREET,98246,20,D
1013757502,660,MADISON AVENUE,475963,1,D
1013757503,530,PARK AVENUE,176887,53,D
1013757504,520,PARK AVENUE,248997,8,D
1013760001,800,5 AVENUE,355978,48,D
1013760015,680,MADISON AVENUE,237003,86,A
1013760036,540,PARK AVENUE,268467,53,D
1013760037,550,PARK AVENUE,156390,27,D
1013760051,681,MADISON AVENUE,163787,71,B
1013770003,812,5 AVENUE,89890,7,D
1013770024,27,EAST 62 STREET,43801,score missing,F
1013770029,43,EAST 62 STREET,55639,73,B
1013770033,560,PARK AVENUE,76682,score missing,F
1013770040,570,PARK AVENUE,141978,92,A
1013770047,28,EAST 63 STREET,69725,14,D
1013777502,26,EAST 63 STREET,97877,3,D
1013780033,580,PARK AVENUE,183919,84,B
1013780048,721,MADISON AVENUE,106163,6,D
1013780070,825,5 AVENUE,130923,8,D
1013790001,834,5 AVENUE,187270,44,D
1013790017,740,MADISON AVENUE,37428,3,D
1013790021,29,EAST 64 STREET,104075,77,B
1013790026,37,EAST 64 STREET,125274,score missing,F
1013790051,30,EAST 65 STREET,147121,14,D
1013797502,610,PARK AVENUE,206166,1,D
1013800001,842,5 AVENUE,125863,45,D
1013800023,27,EAST 65 STREET,155840,3,D
1013800033,55,EAST 65 STREET,30800,61,C
1013800039,630,PARK AVENUE,105242,24,D
1013800061,8,EAST 66 STREET,70000,55,C
1013807501,40,EAST 66 STREET,109028,11,D
1013810001,1,EAST 66 STREET,153525,22,D
1013810025,53,EAST 66 STREET,80985,66,C
1013810038,650,PARK AVENUE,223000,39,D
1013810056,782,MADISON AVENUE,29929,14,D
1013817501,3,EAST 66 STREET,25652,72,B
1013817502,45,EAST 66 STREET,86910,85,A
1013817504,21,EAST 66 STREET,48182,43,D
1013820069,860,5 AVENUE,306573,74,B
1013827501,20,EAST 68 STREET,116104,21,D
1013830001,870,5 AVENUE,235448,83,B
1013830069,875,5 AVENUE,224000,74,B
1013837501,11,EAST 68 STREET,112112,15,D
1013840001,880,5 AVENUE,322346,77,B
1013840010,3,EAST 69 STREET,62100,17,D
1013840032,700,PARK AVENUE,173720,47,D
1013840037,710,PARK AVENUE,161000,70,B
1013840065,4,EAST 70 STREET,62100,39,D
1013847502,15,EAST 69 STREET,162274,6,D
1013850032,720,PARK AVENUE,203490,54,D
1013850037,730,PARK AVENUE,192445,32,D
1013857502,33,EAST 70 STREET,300150,100,A
1013860001,900,5 AVENUE,170106,35,D
1013860006,3,EAST 71 STREET,80860,69,C
1013860033,740,PARK AVENUE,273583,20,D
1013860037,750,PARK AVENUE,72792,75,B
1013860046,36,EAST 72 STREET,63296,46,D
1013860049,30,EAST 72 STREET,64874,6,D
1013860052,867,MADISON AVENUE,27720,score missing,F
1013860069,907,5 AVENUE,147257,25,D
1013867501,50,EAST 72 STREET,95707,81,B
1013867503,40,EAST 72 STREET,29802,score missing,F
1013870001,910,5 AVENUE,163600,92,A
1013870004,912,5 AVENUE,87024,15,D
1013870008,7,EAST 72 STREET,27818,score missing,F
1013870014,898,MADISON AVENUE,188158,76,B
1013870021,31,EAST 72 STREET,61437,92,A
1013870027,45,EAST 72 STREET,92744,77,B
1013870031,55,EAST 72 STREET,69227,76,B
1013870037,770,PARK AVENUE,200244,38,D
1013870056,900,MADISON AVENUE,66731,96,A
1013870069,920,5 AVENUE,107449,70,B
1013880026,49,EAST 73 STREET,74427,64,C
1013880037,784,PARK AVENUE,161572,55,C
1013880056,926,MADISON AVENUE,143437,65,C
1013887501,923,5 AVENUE,172006,51,D
1013890001,930,5 AVENUE,220003,61,C
1013890038,812,PARK AVENUE,154827,24,D
1013890069,936,5 AVENUE,84965,66,C
1013900023,955,MADISON AVENUE,222973,87,A
1013900037,830,PARK AVENUE,151666,100,A
1013900057,20,EAST 76 STREET,135582,18,D
1013900067,945,5 AVENUE,188810,74,B
1013907502,32,EAST 76 STREET,61407,24,D
1013910029,55,EAST 76 STREET,36694,84,B
1013910034,840,PARK AVENUE,64827,100,A
1013910040,850,PARK AVENUE,149056,66,C
1013910045,70,EAST 77 STREET,67685,69,C
1013910054,987,MADISON AVENUE,142110,37,D
1013910071,956,5 AVENUE,57728,52,D
1013910072,955,5 AVENUE,79341,28,D
1013920001,962,5 AVENUE,196910,23,D
1013920028,61,EAST 77 STREET,49000,1,D
1013920030,71,EAST 77 STREET,48894,45,D
1013920040,876,PARK AVENUE,88530,94,A
1013920044,56,EAST 78 STREET,48796,1,D
1013920046,52,EAST 78 STREET,28080,1,D
1013920047,50,EAST 78 STREET,52356,97,A
1013920070,965,5 AVENUE,113150,50,D
1013927501,40,EAST 78 STREET,231346,50,D
1013930014,1012,MADISON AVENUE,28555,score missing,F
1013930033,888,PARK AVENUE,183101,100,A
1013930052,50,EAST 79 STREET,218064,70,B
1013940001,505,PARK AVENUE,220510,80,B
1013940005,111,EAST 59 STREET,170511,81,B
1013940007,118,EAST 60 STREET,325173,73,B
1013940013,750,LEXINGTON AVENUE,383935,61,C
1013940023,743,LEXINGTON AVENUE,838890,score missing,F
1013947501,515,PARK AVENUE,168588,42,D
1013950017,770,LEXINGTON AVENUE,156823,50,D
1013950029,163,EAST 60 STREET,25698,55,C
1013950050,773,LEXINGTON AVENUE,184500,6,D
1013957501,1010,3 AVENUE,206883,21,D
1013957502,521,PARK AVENUE,57302,1,D
1013957503,525,PARK AVENUE,112451,1,D
1013960001,535,PARK AVENUE,86116,44,D
1013960007,115,EAST 61 STREET,58298,70,B
1013960033,1030,3 AVENUE,312646,4,D
1013960048,142,EAST 62 STREET,25514,78,B
1013960071,553,PARK AVENUE,95603,41,D
1013970001,563,PARK AVENUE,57847,1,D
1013970004,565,PARK AVENUE,66745,58,C
1013970033,1050,3 AVENUE,153890,20,D
1013970066,116,EAST 63 STREET,87968,79,B
1013970069,571,PARK AVENUE,202841,50,D
1013977503,166,EAST 63 STREET,230164,30,D
1013977504,130,EAST 63 STREET,115462,35,D
1013977505,140,EAST 63 STREET,176290,1,D
1013980006,103,EAST 63 STREET,26384,62,C
1013980010,125,EAST 63 STREET,60748,76,B
1013980060,826,LEXINGTON AVENUE,139590,57,C
1013980072,593,PARK AVENUE,26098,score missing,F
1013987501,188,EAST 64 STREET,257793,7,D
1013987502,139,EAST 63 STREET,98903,52,D
1013990013,844,LEXINGTON AVENUE,83036,74,B
1013990033,160,EAST 65 STREET,246320,5,D
1013990074,605,PARK AVENUE,181000,52,D
1013997502,132A,EAST 65 STREET,67589,25,D
1014000060,124,EAST 66 STREET,36232,58,C
1014000062,114,EAST 66 STREET,79092,19,D
1014007501,181,EAST 65 STREET,215128,24,D
1014010020,889,LEXINGTON AVENUE,134467,52,D
1014010027,137,EAST 66 STREET,62352,48,D
1014010032,139,EAST 66 STREET,38850,43,D
1014010054,895,LEXINGTON AVENUE,134342,35,D
1014020001,655,PARK AVENUE,160890,6,D
1014020006,111,EAST 67 STREET,166862,60,C
1014020033,1150,3 AVENUE,104000,18,D
1014020042,162,EAST 68 STREET,38259,1,D
1014027501,1156,3 AVENUE,144425,51,D
1014030033,150,EAST 69TH STREET,914921,score missing,F
1014040001,701,PARK AVENUE,87047,4,D
1014040014,944,LEXINGTON AVENUE,76745,88,A
1014040033,1186,3 AVENUE,132724,71,B
1014040041,178,EAST 70 STREET,36745,1,D
1014040052,955,LEXINGTON AVENUE,54719,60,C
1014047501,715,PARK AVENUE,110269,59,C
1014047503,188,EAST 70 STREET,178251,52,D
1014050033,1210,3 AVENUE,117958,59,C
1014050040,1218,3 AVENUE,212118,67,C
1014050051,975,LEXINGTON AVENUE,88829,38,D
1014050072,733,PARK AVENUE,115525,85,A
1014060017,976,LEXINGTON AVENUE,208800,48,D
1014060041,1230,3 AVENUE,325680,47,D
1014060046,164,EAST 72 STREET,101415,91,A
1014060050,158,EAST 72 STREET,63229,52,D
1014060065,114,EAST 72 STREET,112900,97,A
1014060069,751,PARK AVENUE,130533,72,B
1014067503,993,LEXINGTON AVENUE,81449,1,D
1014067504,737,PARK AVENUE,201067,63,C
1014070001,775,PARK AVENUE,208986,88,A
1014070008,117,EAST 72 STREET,81622,63,C
1014070016,1004,LEXINGTON AVENUE,173024,73,B
1014070026,153,EAST 72 STREET,98373,75,B
1014070033,1250,3 AVENUE,326054,50,D
1014070051,1017,LEXINGTON AVENUE,97328,55,C
1014077501,157,EAST 72 STREET,113524,63,C
1014080001,785,PARK AVENUE,143244,62,C
1014080008,113,EAST 73 STREET,39864,92,A
1014080022,153,EAST 73 STREET,39581,61,C
1014080033,1270,3 AVENUE,177975,46,D
1014080040,1280,3 AVENUE,159929,100,A
1014080041,168,EAST 74 STREET,61051,86,A
1014080066,112,EAST 74 STREET,48338,75,B
1014080071,791,PARK AVENUE,116499,95,A
1014090001,799,PARK AVENUE,148485,64,C
1014090009,121,EAST 74 STREET,49196,34,D
1014090033,177,EAST 74 STREET,107600,6,D
1014090040,1296,3 AVENUE,162750,60,C
1014090042,192,EAST 75 STREET,40249,19,D
1014090061,120,EAST 75 STREET,56500,52,D
1014090068,112,EAST 75 STREET,36980,17,D
1014090069,815,PARK AVENUE,101056,56,C
1014097501,157,EAST 74 STREET,56871,5,D
1014097503,1036,LEXINGTON AVENUE,57429,16,D
1014100005,103,EAST 75 STREET,64853,68,C
1014100009,111,EAST 75 STREET,36301,65,C
1014100014,1056,LEXINGTON AVENUE,103004,22,D
1014100026,163,EAST 75 STREET,34800,94,A
1014100033,177,EAST 75 STREET,186802,42,D
1014100064,122,EAST 76 STREET,65482,80,B
1014100069,829,PARK AVENUE,103360,30,D
1014107501,1068,LEXINGTON AVENUE,141722,2,D
1014107502,1065,LEXINGTON AVENUE,49621,84,B
1014107503,188,EAST 76 STREET,167023,46,D
1014110001,855,PARK AVENUE,775241,57,C
1014110053,1091,LEXINGTON AVENUE,199358,57,C
1014117501,145,EAST 76 STREET,76130,32,D
1014117502,170,EAST 77 STREET,95463,7,D
1014120001,865,PARK AVENUE,55758,49,D
1014120025,159,EAST 77 STREET,45900,score missing,F
1014120071,875,PARK AVENUE,158445,77,B
1014127501,170,EAST 78 STREET,56287,72,B
1014127502,188,EAST 78 STREET,197442,26,D
1014127503,177,EAST 77 STREET,72796,61,C
1014130001,883,PARK AVENUE,171207,84,B
1014130027,167,EAST 78 STREET,55883,67,C
1014130045,168,EAST 79 STREET,51988,37,D
1014130050,156,EAST 79 STREET,103835,86,A
1014130057,136,EAST 79 STREET,107231,13,D
1014130064,120,EAST 79 STREET,77953,53,D
1014140013,227,EAST 59 STREET,25400,73,B
1014147501,224,EAST 60 STREET,115880,11,D
1014147502,205,EAST 59 STREET,133851,1,D
1014147503,250,EAST 60 STREET,40068,58,C
1014150021,1143,2 AVENUE,103304,57,C
1014157501,200,EAST 61 STREET,322852,1,D
1014160012,223,EAST 61 STREET,39510,48,D
1014167501,200,EAST 62 STREET,288394,20,D
1014170001,201,EAST 62 STREET,163496,48,D
1014170028,1191,2 AVENUE,207284,46,D
1014170035,220,EAST 63 STREET,184245,41,D
1014170042,210,EAST 63 STREET,35104,43,D
1014180011,225,EAST 63 STREET,105282,62,C
1014180021,1201,2 AVENUE,566083,19,D
1014180045,1081,3 AVENUE,215465,1,D
1014190010,215,EAST 64 STREET,109921,67,C
1014197501,1225,2 AVENUE,194198,43,D
1014197502,200,EAST 65 STREET,460334,30,D
1014197503,220,EAST 65 STREET,391630,68,C
1014207501,200,EAST 66 STREET,1032457,53,D
1014210001,1131,3 AVENUE,313188,28,D
1014210005,205,EAST 66 STREET,170424,17,D
1014210021,1261,2 AVENUE,490652,2,D
1014210037,220,EAST 67 STREET,100600,37,D
1014220005,205,EAST 67 STREET,149484,95,A
1014220021,1283,2 AVENUE,348130,43,D
1014220048,210,EAST 68 STREET,243802,48,D
1014230010,215,EAST 68 STREET,938324,31,D
1014237501,200,EAST 69 STREET,483495,23,D
1014240001,201,EAST 69 STREET,330000,47,D
1014240004,203,EAST 69 STREET,32500,47,D
1014240006,205,EAST 69 STREET,82306,score missing,F
1014240029,226,EAST 70 STREET,41898,97,A
1014240034,220,EAST 70 STREET,74946,33,D
1014240041,208,EAST 70 STREET,27888,92,A
1014247501,233,EAST 69 STREET,227773,15,D
1014250001,1213,3 AVENUE,265980,94,A
1014250005,211,EAST 70 STREET,488474,53,D
1014250017,225,EAST 70 STREET,83220,43,D
1014250029,230,EAST 71 STREET,51270,83,B
1014250035,222,EAST 71 STREET,25398,39,D
1014257501,1329,2 AVENUE,96564,33,D
1014260025,1357,2 AVENUE,26797,score missing,F
1014260035,232,EAST 72 STREET,130000,1,D
1014260044,200,EAST 72 STREET,395382,51,D
1014267501,1231,3 AVENUE,26720,4,D
1014270001,1251,3 AVENUE,206504,3,D
1014270007,215,EAST 72 STREET,81338,91,A
1014270011,225,EAST 72 STREET,95267,34,D
1014270018,245,EAST 72 STREET,117882,81,B
1014270028,1393,2 AVENUE,166432,59,C
1014270030,230,EAST 73 STREET,89281,79,B
1014270034,220,EAST 73 STREET,90700,68,C
1014270038,210,EAST 73 STREET,75133,78,B
1014280005,207,EAST 73 STREET,40375,12,D
1014280009,215,EAST 73 STREET,74726,47,D
1014280013,225,EAST 73 STREET,89016,71,B
1014280017,235,EAST 73 STREET,88955,88,A
1014280045,1285,3 AVENUE,194856,30,D
1014290005,207,EAST 74 STREET,147000,37,D
1014290013,225,EAST 74 STREET,86988,53,D
1014290041,210,EAST 75 STREET,25758,89,A
1014297502,255,EAST 74 STREET,254038,12,D
1014307501,240,EAST 76 STREET,262496,39,D
1014310013,225,EAST 76 STREET,39375,98,A
1014310016,231,EAST 76 STREET,82065,83,B
1014310021,1463,2 AVENUE,80080,26,D
1014310041,210,EAST 77 STREET,38784,score missing,F
1014320001,201,EAST 77 STREET,132445,23,D
1014320005,205,EAST 77 STREET,77928,77,B
1014320045,1359,3 AVENUE,175671,1,D
1014330007,221,EAST 78 STREET,46230,80,B
1014330016,243,EAST 78 STREET,36331,75,B
1014330031,240,EAST 79 STREET,63488,89,A
1014330034,230,EAST 79 STREET,88231,24,D
1014330127,1515,2 AVENUE,32000,score missing,F
1014337501,205,EAST 78 STREET,245644,87,A
1014337502,200,EAST 79 STREET,136176,63,C
1014350015,321,EAST 60 STREET,25069,65,C
1014350044,306,EAST 61 STREET,58340,80,B
1014357501,303,EAST 60 STREET,140493,76,B
1014360003,1166,2 AVENUE,106260,75,B
1014360005,305,EAST 61 STREET,66237,score missing,F
1014360122,351,EAST 61 STREET,56902,73,B
1014367501,1178,2 AVENUE,121855,62,C
1014367502,350,EAST 62 STREET,70151,1,D
1014367503,1115,1 AVENUE,30540,2,D
1014367504,301,EAST 61 STREET,65713,69,C
1014370001,1180,2 AVENUE,120328,27,D
1014370022,359,EAST 62 STREET,46856,84,B
1014370029,1147,1 AVENUE,67880,26,D
1014370032,340,EAST 63 STREET,32966,81,B
1014370041,330,EAST 63 STREET,70992,96,A
1014370045,316,EAST 63 STREET,34137,9,D
1014377501,337,EAST 62 STREET,29558,43,D
1014380001,1202,2 AVENUE,153962,87,A
1014380006,305,EAST 63 STREET,164567,16,D
1014380014,329,EAST 63 STREET,47808,89,A
1014380044,310,EAST 64 STREET,37888,score missing,F
1014387501,340,EAST 64 STREET,504238,20,D
